Genes,Phos Site No,Domain No,Protein Mass,Transcript Length,Gene Length,Exon No,CDS Length,Isoform No,Amino Acid Length,target
CADM1,13,3,48509,2409.6666666666665,335739.0,6.5,1063.688679245283,13,309.23076923076917,Expanded Positives
SH2D5,11,1,46797,1624.333333333333,13106.0,6.571428571428571,731.0,6,203.83333333333331,Expanded Positives
PRRC2A,120,1,228863,6877.0,17049.85714285714,7.142857142857142,6474.0,14,2157.0,Expanded Positives
ATXN3,17,3,41250,2166.7368421052633,62125.0,7.9824561403508785,624.0964912280701,39,201.6410256410256,Expanded Positives
EVL,31,2,44620,1597.625,172787.0,6.0,774.4141414141416,11,233.27272727272728,Expanded Positives
MYH9,95,3,226532,2930.666666666666,106790.0,7.090909090909091,4921.44,3,760.3333333333335,Expanded Positives
TJP2,136,3,133958,3213.777777777778,153351.0,13.46875,2947.0220125786163,20,811.9,Expanded Positives
RPL10,8,1,24604,1105.8181818181818,19213.0,4.833333333333333,529.3275862068965,11,156.54545454545453,Expanded Positives
SNRPN,3,1,24614,1480.3,155086.0,10.333333333333334,674.4324324324324,10,215.2,Expanded Positives
GABRA5,1,2,52146,1233.888888888889,82297.0,6.2727272727272725,913.4666666666667,9,228.0,Expanded Positives
EPB41L3,66,6,120678,1421.583333333333,238319.0,7.722222222222222,1875.8304347826086,26,342.0,Expanded Positives
CLTC,72,4,191615,3665.571428571429,77267.0,9.8,3909.684615384616,9,689.0,Expanded Positives
AP3M2,5,2,46977,1670.111111111111,18727.0,5.117647058823528,830.2394366197183,12,218.0,Expanded Positives
ENO2,14,2,47269,1741.428571428571,9953.0,6.5,1024.1304347826087,8,283.75,Expanded Positives
FSD1,12,2,55820,955.0,19245.0,7.2,1052.4,5,260.0,Expanded Positives
KNG1,18,1,71957,2560.6666666666665,27062.0,8.25,1459.161290322581,5,506.6,Expanded Positives
ZEB2,63,2,136447,3933.967741935484,156693.0,5.808510638297872,2171.1034482758623,35,534.6571428571428,Expanded Positives
MKI67,334,3,358694,12066.5,29764.0,7.6,9249.620689655172,2,3076.0,Expanded Positives
CNP,18,2,47579,1597.428571428571,10977.0,2.5,728.3157894736843,7,207.42857142857144,Expanded Positives
TMEM17,2,1,23046,1654.0,11676.0,3.333333333333333,597.0,1,198.0,Expanded Positives
PINK1,6,1,62769,2657.0,18053.0,5.666666666666668,1746.0,1,581.0,Expanded Positives
SH3GL3,10,2,39285,1852.5,171515.0,6.333333333333332,799.8,3,255.66666666666663,Expanded Positives
PPFIA3,31,2,133496,2544.8,31482.0,11.923076923076925,2619.2735849056603,6,616.1666666666666,Expanded Positives
USP9X,36,1,292280,12472.0,151134.0,13.125,7689.0,2,2562.0,Expanded Positives
PCDH8,8,2,113019,4398.0,5752.0,2.6666666666666665,3067.5,2,1021.5,Expanded Positives
HNRNPF,35,2,45672,2256.6666666666665,23549.0,3.7142857142857135,1082.4347826086957,6,362.16666666666674,Expanded Positives
CKB,24,2,42644,722.2,3166.0,3.7647058823529416,526.1470588235294,7,153.28571428571428,Expanded Positives
KRT18,60,1,48058,1509.666666666667,4035.0,4.857142857142857,1255.7727272727273,3,417.0,Expanded Positives
ZIC1,5,2,48309,2899.5,116871.0,2.6,877.0,2,291.5,Expanded Positives
MICAL2,21,4,126689,1695.071428571429,265136.0,6.583333333333332,3081.2027972027972,14,404.0,Expanded Positives
TMOD2,3,1,39595,4546.666666666667,64766.0,6.666666666666668,883.1714285714287,4,270.75,Expanded Positives
SEZ6L2,7,2,97560,2601.142857142857,28388.0,11.444444444444445,2469.904255319149,7,679.5714285714286,Expanded Positives
SYNDIG1,11,1,28551,2092.0,196987.0,3.0,777.0,1,258.0,Expanded Positives
ATP6V1A,19,3,68304,2013.0,65023.0,8.5,872.3720930232557,4,267.75,Expanded Positives
CISD1,4,2,12199,2375.0,20424.0,3.75,327.0,1,108.0,Expanded Positives
ATP2B3,23,6,134197,5148.0,65263.0,15.714285714285715,3558.495145631068,5,1185.2,Expanded Positives
IL1RAPL2,11,4,78670,2137.5,1201514.0,6.666666666666668,1820.0625,2,557.5,Expanded Positives
SGTA,14,3,34063,1236.3333333333333,28567.0,5.6,696.7272727272727,3,181.0,Expanded Positives
TYRO3,14,3,96905,4254.666666666667,25914.0,7.4444444444444455,1937.5535714285716,5,432.6,Expanded Positives
RUVBL2,22,2,51157,867.6666666666665,22408.0,8.5,693.9677419354839,10,176.1,Expanded Positives
WAC,58,1,70724,1675.571428571429,90619.0,7.125,1001.6170212765958,13,289.15384615384613,Expanded Positives
DVL2,48,5,78948,1735.2,9175.0,6.2,1614.0350877192984,5,484.0,Expanded Positives
STXBP5L,25,3,131887,3771.571428571429,516689.0,20.75,3018.987951807229,8,838.25,Expanded Positives
CAMSAP2,90,3,168089,4865.5,121146.0,10.333333333333334,3887.333333333334,5,923.6,Expanded Positives
DGKB,6,5,90595,4433.0,829728.0,14.769230769230768,2309.1984732824426,6,675.8333333333334,Expanded Positives
INSM1,5,1,52923,2846.0,2845.0,1.0,1533.0,1,510.0,Expanded Positives
NF1,65,2,319372,5139.125,287189.0,16.91304347826087,5036.44,16,815.0625,Expanded Positives
PDPK1,38,2,63152,2853.166666666666,65209.0,6.0,1114.6164383561645,9,259.44444444444446,Expanded Positives
PIP5K1C,24,1,73260,3407.0,70296.0,11.125,2038.7826086956518,4,678.75,Expanded Positives
ANLN,104,3,124199,1820.571428571429,63970.0,8.0,1941.4255319148936,10,334.8,Expanded Positives
NRCAM,14,4,143890,3295.4615384615386,309094.0,15.176470588235292,3133.8271604938277,13,713.5384615384614,Expanded Positives
TRIM9,13,4,79177,4107.333333333333,120799.0,6.333333333333332,2131.344827586207,3,687.3333333333335,Expanded Positives
ACOT7,10,1,41796,1623.2857142857142,130122.0,8.5,981.7439024390244,9,327.22222222222223,Expanded Positives
DAGLA,18,1,114952,5799.0,66610.0,20.0,1816.5,2,604.5,Expanded Positives
NFATC4,34,2,95449,3082.518518518519,13931.0,7.757575757575758,2255.420814479638,54,654.3703703703702,Expanded Positives
AGAP3,20,4,95044,2085.444444444445,58605.0,6.153846153846153,1741.3009708737866,10,462.6,Expanded Positives
RPN2,18,1,69284,1235.3333333333333,63209.0,8.625,1279.4615384615386,7,314.7142857142857,Expanded Positives
DCC,17,4,158457,3644.0,1195706.0,7.9444444444444455,3129.0,10,544.2,Expanded Positives
LZTS2,29,1,72759,1948.333333333333,11218.0,3.1428571428571432,1242.0,6,355.33333333333326,Expanded Positives
ZNF804A,12,1,136888,4256.5,340963.0,3.5,3520.714285714286,2,1166.5,Expanded Positives
PLEC,328,5,531791,10522.0,61587.0,24.13333333333333,12102.22625698324,14,3260.214285714286,Expanded Positives
CBL,61,5,99633,4574.2,107650.0,13.8,2539.608695652174,5,721.6,Expanded Positives
RANBP6,13,4,124714,2093.333333333333,4582.0,1.6666666666666667,1020.8,3,467.0,Expanded Positives
APC,206,15,311646,5054.5,138741.0,10.0,4275.082474226804,9,990.1111111111113,Expanded Positives
LMO3,1,1,16594,1816.142857142857,62222.0,4.142857142857143,341.82677165354335,29,111.96551724137932,Expanded Positives
CHD5,19,8,223050,5204.0,78534.0,22.83333333333333,3504.313868613139,6,761.0,Expanded Positives
RIF1,163,1,274466,8200.166666666666,98130.0,18.916666666666668,6546.604761904762,7,1981.857142857143,Expanded Positives
LRRTM4,5,1,67217,2333.6666666666665,845600.0,2.8571428571428568,1525.0555555555554,6,472.0,Expanded Positives
ATP6V1F,2,1,13370,694.5,2991.0,2.5,410.4,2,133.0,Expanded Positives
GABRB1,6,2,54235,1359.5,432721.0,5.0,864.2777777777777,3,226.0,Expanded Positives
APBA1,40,2,92865,3110.25,146725.5,4.857142857142857,1644.6,4,379.5,Expanded Positives
KLHL3,9,3,64970,5480.5,118589.0,7.357142857142858,1388.483870967742,5,430.4,Expanded Positives
PKD1,34,7,462529,6259.4,47188.0,8.625,8035.569696969697,9,1230.111111111111,Expanded Positives
ISCA1,2,1,14179,1125.75,18556.0,4.0,255.75,4,84.5,Expanded Positives
KRAS,17,1,21656,2408.0,46147.0,4.25,431.47058823529403,4,123.75,Expanded Positives
LIG4,7,5,103971,4041.4,10929.0,2.6,2689.615384615385,5,897.6,Expanded Positives
CACNA2D1,6,3,124568,3417.25,497333.0,11.583333333333336,2744.970297029703,4,695.75,Expanded Positives
SRC,35,3,59835,4276.5,61365.0,6.727272727272728,1615.32,4,537.5,Expanded Positives
KCNQ3,15,3,96742,5962.0,360236.0,14.0,2005.244897959184,7,622.7142857142858,Expanded Positives
NPM1,46,2,32575,1129.1666666666667,24021.0,5.583333333333332,743.8846153846154,6,213.66666666666663,Expanded Positives
CEP170,183,2,175293,3453.6875,130911.88841201714,7.7666666666666675,3393.6216216216217,17,729.1764705882354,Expanded Positives
RPL17,8,1,21397,704.4666666666667,4070.0,5.083333333333333,476.7244897959184,15,153.66666666666666,Expanded Positives
PCDHA4,12,3,102293,5605.5,205418.0,3.0,2663.25,4,855.5,Expanded Positives
LRBA,78,6,319108,5753.8,751292.0,22.75,6582.897755610972,9,1248.888888888889,Expanded Positives
BTRC,8,3,68867,4686.25,203288.0,9.142857142857142,1612.408163265306,4,486.0,Expanded Positives
STAM,16,3,59180,2292.5,72673.0,6.4,990.7777777777777,3,251.66666666666663,Expanded Positives
ASNS,10,2,64370,1369.5384615384614,20865.0,7.705882352941178,1325.7377049180327,14,338.35714285714283,Expanded Positives
COG1,16,1,108978,2292.0,15875.0,6.6,2182.5254237288136,7,465.71428571428567,Expanded Positives
ASAH1,12,2,44660,1546.896551724138,29006.0,9.18840579710145,644.9755639097745,51,192.31372549019608,Expanded Positives
RUVBL1,15,2,50228,1418.0,92589.5,5.25,937.8378378378377,10,278.2,Expanded Positives
SETDB1,56,6,143157,2119.1111111111113,38481.0,7.8235294117647065,2638.0089285714284,10,570.2,Expanded Positives
CACNA1A,25,3,282564,6237.363636363636,426583.0,17.25,6388.663990825688,26,1512.1538461538462,Expanded Positives
SERPIND1,4,1,57071,2000.5,13607.0,4.5,1500.0,2,499.0,Expanded Positives
MADD,67,2,183303,3761.4,60870.0,15.826086956521738,4323.961424332344,15,1018.6,Expanded Positives
DNAJC9,4,1,29910,3902.0,65500.0,3.25,783.0,1,260.0,Expanded Positives
KLC2,41,2,68935,1918.0,10566.0,8.5,1510.622807017544,12,382.16666666666674,Expanded Positives
RANBP2,267,4,358199,5932.0,66327.0,8.0,7824.083333333332,3,1108.6666666666667,Expanded Positives
MEPE,12,1,58419,1892.571428571429,25406.0,5.111111111111111,1288.5428571428572,7,432.4285714285714,Expanded Positives
OTUD7A,12,3,100677,5747.0,395391.0,7.75,1412.96,3,383.0,Expanded Positives
DVL3,61,5,78055,3779.0,18237.0,8.0,1430.5102040816328,6,406.33333333333326,Expanded Positives
EHMT2,64,3,132370,3269.342857142857,16993.728758169935,14.926829268292684,3392.695763799744,35,1000.6285714285713,Expanded Positives
DCAF7,14,1,38926,2765.0,43802.0,4.666666666666667,861.8260869565217,4,258.0,Expanded Positives
PLXNA4,24,6,212455,8041.25,525356.0,15.0,5172.616438356165,4,1200.5,Expanded Positives
PIGT,4,1,65700,1420.2631578947367,40850.0,8.791666666666666,844.5839552238806,55,260.05454545454546,Expanded Positives
CHN1,18,3,53172,1350.9,206068.0,7.166666666666668,596.936,11,222.54545454545453,Expanded Positives
GRB10,15,4,67231,3251.6,203399.0,10.961538461538463,1520.9032258064515,16,468.8125,Expanded Positives
MCM4,47,4,96558,2738.625,17975.0,7.5,1841.831081081081,14,506.07142857142856,Expanded Positives
IPO5,21,5,123630,1626.1052631578948,70639.0,8.966666666666667,2075.3090128755366,22,287.04545454545456,Expanded Positives
ELAVL2,8,1,39504,2728.0,136233.0,5.75,959.5227272727273,7,298.7142857142857,Expanded Positives
TRAF2,15,3,55859,1119.5,44695.0,5.375,872.8965517241379,4,246.5,Expanded Positives
UBC,82,1,77039,1046.5833333333333,5764.0,2.2857142857142856,684.0,12,249.16666666666663,Expanded Positives
EEF1A1,47,3,50141,2595.285714285714,8047.0,5.909090909090909,1212.142857142857,7,357.71428571428567,Expanded Positives
IGSF8,3,1,65034,1971.5,7603.0,5.6,1697.6923076923074,4,535.0,Expanded Positives
DLGAP3,12,1,106040,3754.0,64214.0,8.333333333333334,2940.0,2,979.0,Expanded Positives
TIAM1,56,5,177508,4017.6,441561.0,12.714285714285715,3782.74025974026,5,820.6,Expanded Positives
PFKP,17,1,85596,1396.75,71385.0,8.75,1667.5393258426966,9,301.3333333333333,Expanded Positives
RPL7A,9,1,29996,874.6666666666665,3208.0,5.888888888888888,623.75,6,202.66666666666663,Expanded Positives
MED12L,20,3,240120,4702.6,351375.0,14.0,4846.446428571428,5,1101.0,Expanded Positives
CIPC,12,1,42692,1161.857142857143,19161.0,3.875,498.0,7,163.57142857142858,Expanded Positives
CORO1C,12,3,53249,1466.333333333333,86487.0,6.2631578947368425,999.0,13,276.84615384615387,Expanded Positives
ACTR2,16,1,44761,2658.333333333333,43500.0,7.2,924.5833333333335,5,250.0,Expanded Positives
PGP,6,2,34006,2727.0,2810.0,2.0,569.0,2,189.0,Expanded Positives
AIFM1,35,3,66901,2012.6,36525.0,12.333333333333336,1060.747572815534,8,325.25,Expanded Positives
RIMS3,14,1,32796,4333.5,45002.0,8.0,927.0,2,308.0,Expanded Positives
PELI3,8,1,50755,1874.571428571429,11010.0,5.666666666666668,912.795918367347,8,272.875,Expanded Positives
PIK3R1,41,3,83598,2116.2,86065.0,7.1875,1256.043010752688,11,309.1818181818182,Expanded Positives
PTPRA,23,1,90719,2449.875,174892.0,17.5,2161.9785714285713,8,568.625,Expanded Positives
SGTB,7,3,33429,3167.5,57107.0,9.0,787.0555555555555,2,249.5,Expanded Positives
PSMC5,18,3,45626,1083.2222222222224,4874.0,7.238095238095237,838.4907407407408,12,255.58333333333331,Expanded Positives
ILF2,14,1,43062,1240.0,9240.0,9.0,901.05,4,251.75,Expanded Positives
OPRD1,5,1,40369,5267.0,59125.0,3.5,1036.7142857142858,2,348.0,Expanded Positives
PPP3R1,2,1,19300,1519.666666666667,77380.0,6.0,522.0,3,173.0,Expanded Positives
ATP9A,11,4,118583,7771.5,172120.0,18.0,2960.0,2,979.0,Expanded Positives
CCDC85B,3,1,22091,1524.0,1523.0,1.0,609.0,1,202.0,Expanded Positives
MEP1A,8,3,84419,2932.0,46393.0,13.5,2281.444444444445,2,760.0,Expanded Positives
PAK2,38,2,58043,3414.0,92790.0,7.666666666666668,1315.0,2,372.5,Expanded Positives
LARP1,137,1,123510,1459.3636363636365,104762.0,6.7333333333333325,1512.6703296703297,12,306.3333333333333,Expanded Positives
RELA,26,2,60219,1390.6153846153845,9493.0,6.62962962962963,815.8263888888888,19,218.36842105263162,Expanded Positives
EFNB3,7,1,35835,3216.0,6170.0,5.0,1023.0,1,340.0,Expanded Positives
PODXL2,14,1,65076,2175.0,43617.0,8.0,1818.0,1,605.0,Expanded Positives
ZMAT4,4,2,25833,1803.666666666667,367243.0,4.666666666666667,404.47058823529403,6,124.33333333333331,Expanded Positives
REPS2,34,1,71534,7874.5,206614.0,9.4,1981.5,2,659.5,Expanded Positives
RAB37,6,1,24815,2429.8888888888887,76757.0,7.25,623.8295454545455,10,205.7,Expanded Positives
DDX18,28,3,75407,2198.5,17686.0,6.333333333333332,1602.3,2,442.0,Expanded Positives
RAB31,6,1,21569,3919.0,154276.0,3.9166666666666665,287.3478260869565,4,88.25,Expanded Positives
ZFYVE9,24,3,156403,4878.333333333333,204592.0,12.8,4220.072727272727,3,1405.333333333333,Expanded Positives
TRPC5,8,3,111412,5839.0,308461.0,11.0,2922.0,1,973.0,Expanded Positives
COPB1,30,3,107142,1950.4,56587.0,7.333333333333332,2291.3125,5,532.0,Expanded Positives
SCN1A,22,3,228972,8318.8,164573.0,17.61904761904762,4554.8408408408395,16,1313.0,Expanded Positives
EPS15,39,1,98656,4949.5,165003.0,10.111111111111109,2215.0181818181823,3,582.6666666666666,Expanded Positives
RAB9B,6,1,22719,3772.0,9930.0,3.0,606.0,1,201.0,Expanded Positives
NEFM,39,2,102472,2859.5,5340.0,3.5,2289.0,4,757.75,Expanded Positives
PDGFRB,29,4,123968,2363.333333333333,42033.0,6.636363636363638,1818.0377358490566,4,416.25,Expanded Positives
SEZ6L,12,2,111782,4420.75,214135.0,13.2,2823.333333333333,8,935.5,Expanded Positives
KIFAP3,7,1,91205,3235.5,163882.0,14.666666666666664,2256.225,4,751.5,Expanded Positives
LGALS3BP,13,2,65331,1104.142857142857,8709.0,4.578947368421051,475.1428571428572,15,147.73333333333332,Expanded Positives
GIGYF2,54,1,150070,2227.913043478261,163276.0,8.956521739130435,2692.813725490196,25,441.52,Expanded Positives
CPEB3,10,2,76014,7078.0,244386.0,10.0,2083.0,3,693.3333333333335,Expanded Positives
DDAH1,6,1,31122,3142.0,259882.0,6.6,622.3846153846154,4,208.5,Expanded Positives
ENO1,42,2,47169,895.875,18190.0,7.1875,620.4074074074074,11,196.63636363636363,Expanded Positives
PRPF8,49,8,273600,4642.75,34245.287234042546,9.4,6074.064814814815,8,1466.25,Expanded Positives
NDFIP1,15,1,24899,3574.0,45661.0,3.75,666.0,1,221.0,Expanded Positives
UBE2K,3,2,22407,2202.0,84683.0,5.7142857142857135,433.51851851851853,5,134.6,Expanded Positives
FANCI,28,7,149324,1880.0,73312.0,13.588235294117649,2894.032258064516,10,590.1,Expanded Positives
HABP4,10,2,45785,2477.5,41167.0,5.333333333333333,1120.8461538461538,2,360.5,Expanded Positives
PLCG1,56,5,148532,4408.0,59841.0,7.5,2748.770833333333,7,460.4285714285714,Expanded Positives
INPP5F,23,3,128407,2704.076923076923,103105.0,14.61904761904762,1343.865573770492,22,434.54545454545456,Expanded Positives
ATP2A2,45,5,114757,3298.4,70337.0,8.333333333333334,2051.9058823529413,6,518.6666666666666,Expanded Positives
NECAB1,2,2,40571,2922.666666666666,167652.0,5.833333333333332,747.9545454545455,3,183.66666666666663,Expanded Positives
NLRP2,8,5,120515,2892.2,40604.98523489933,10.067567567567568,2793.298719772404,67,790.9402985074628,Expanded Positives
ACTN1,65,4,103058,1612.571428571429,105297.0,9.285714285714286,1962.537037037037,14,437.5,Expanded Positives
RAI14,74,3,110041,1966.9285714285716,176284.0,8.392857142857142,1766.1128205128205,18,390.83333333333326,Expanded Positives
SQSTM1,52,3,47687,1307.5714285714287,31680.0,4.1875,769.2888888888889,9,209.55555555555557,Expanded Positives
ATP1A3,19,4,111749,2520.333333333333,30915.0,10.0,2955.225806451613,8,817.125,Expanded Positives
FGB,28,2,55928,1569.5,8130.0,5.0,916.421052631579,3,269.3333333333333,Expanded Positives
RPL23,8,1,14865,814.7142857142858,5904.0,3.636363636363636,320.34375,7,103.14285714285714,Expanded Positives
HSP90AA1,91,2,84660,2016.25,58961.0,4.8,1500.175,6,332.0,Expanded Positives
AFF2,20,1,144771,7755.8,500044.0,17.4,3421.0344827586205,5,1048.4,Expanded Positives
RASGRF1,19,4,145234,5127.0,130826.0,12.0,3326.0,3,1006.3333333333335,Expanded Positives
TK1,11,1,25469,1013.6,13142.0,6.333333333333332,587.1515151515151,5,191.0,Expanded Positives
GTSE1,70,1,76645,2983.0,33940.0,5.25,2220.0,1,739.0,Expanded Positives
BRINP1,1,1,88760,2406.0,215977.0,5.333333333333333,1719.0,2,540.5,Expanded Positives
ATP13A2,2,3,128794,1690.1818181818182,25970.0,11.533333333333333,2315.4,11,497.8181818181818,Expanded Positives
PAXIP1,25,3,121341,2686.333333333333,59397.0,12.333333333333336,2156.9411764705883,4,614.5,Expanded Positives
IQSEC2,36,2,162784,2436.615384615385,95522.0,6.111111111111112,2025.6494845360824,15,471.06666666666666,Expanded Positives
ST6GALNAC5,3,1,38443,5547.0,200066.0,3.6,861.0,2,286.0,Expanded Positives
MAP7D2,24,1,81965,3175.25,110194.0,13.4,2161.03125,4,718.0,Expanded Positives
PURG,5,1,39556,2060.6666666666665,37913.0,1.6666666666666667,792.8,3,277.3333333333333,Expanded Positives
HSP90AB1,73,2,83264,2613.75,7722.0,12.0,2175.0,4,724.0,Expanded Positives
CAMKK2,26,1,64746,3594.4285714285716,60633.0,12.411764705882351,1596.6954314720813,13,463.3076923076923,Expanded Positives
HLA-B,58,3,40342,857.3333333333335,87548.58771929824,3.931034482758621,757.6196319018405,32,217.8125,Expanded Positives
HECW1,21,5,179554,5012.333333333333,453372.0,7.909090909090909,4490.677419354839,3,1105.3333333333333,Expanded Positives
YES1,38,3,60801,4599.333333333333,90958.0,8.6,1637.0,3,544.6666666666666,Expanded Positives
NOTCH1,29,8,272505,9568.0,51615.0,11.2,7668.0,1,2555.0,Expanded Positives
IQGAP1,65,4,189252,2583.4,113997.0,8.166666666666666,3644.035398230089,6,688.5,Expanded Positives
AGAP2,51,3,124674,3509.75,18396.0,15.0,2861.85,4,808.25,Expanded Positives
TOLLIP,9,2,30282,2373.0,35283.0,4.0,623.7297297297298,7,197.57142857142856,Expanded Positives
NGRN,7,1,32408,3812.5,12482.0,2.333333333333333,554.4,2,157.0,Expanded Positives
HUWE1,184,6,481891,8367.166666666666,154632.0,23.066666666666666,11713.764084507042,7,2117.5714285714284,Expanded Positives
GABRB3,4,2,54116,4231.11111111111,395993.0,5.653846153846153,1067.2450980392157,13,336.07692307692315,Expanded Positives
TEF,4,1,33248,3106.0,31993.0,3.6666666666666665,780.8181818181819,3,253.33333333333331,Expanded Positives
MYB,15,3,72341,2604.714285714286,37865.0,14.595238095238097,1425.5838926174497,40,460.6,Expanded Positives
AASDHPPT,4,1,35776,1321.3333333333333,23198.0,4.4,621.75,4,199.25,Expanded Positives
MYL6,18,1,16930,748.9230769230769,5335.0,5.142857142857143,419.0,14,141.07142857142858,Expanded Positives
AHSA1,10,2,38274,962.3333333333335,11602.0,5.0769230769230775,679.5681818181819,7,195.42857142857144,Expanded Positives
DDR1,17,2,101128,1774.992125984252,19685.42278127184,8.319767441860465,1881.866504854369,130,410.52307692307687,Expanded Positives
ICAM5,5,3,97116,1826.5,6826.0,5.2,2384.384615384615,2,501.0,Expanded Positives
ALDH7A1,12,1,58487,2023.0769230769229,64162.0,11.216216216216216,950.9717868338557,22,294.8636363636364,Expanded Positives
