,genes
6429,TPCN2
6430,ECE1
6431,ISOC2
6432,CDIP1
6433,RPN2
6434,MMS19
6435,PPP1R3G
6436,S1PR2
6437,KRT1
6438,FMO2
6439,UNK
6440,FHL2
6441,NHS
6442,IGF2BP3
6443,AFF4
6444,SLAMF6
6445,TTC26
6446,GPR161
6447,GLIPR1
6448,XPO6
6449,TRADD
6450,RIPK2
6451,OVCA2
6452,KCNT2
6453,AMFR
6454,ALX4
6455,PPP6R2
6456,CDKL3
6457,CUX1
6458,TMPO
6459,CAPN2
6460,MRPL13
6461,BTG1
6462,ELP6
6463,MYOD1
6464,ZNF660
6465,COPRS
6466,ZNF621
6467,SIDT2
6468,HNRNPUL2
6469,PELP1
6470,SGCE
6471,SLC39A7
6472,MX2
6473,PAPPA2
6474,NAP1L2
6475,IGFBP2
6476,CCAR1
6477,CSMD2
6478,GCSH
6479,OR10AG1
6480,TBCK
6481,KRT34
6482,FAM161B
6483,CDC25B
6484,SBNO1
6485,HDAC6
6486,MUSTN1
6487,MRTO4
6488,CNOT1
6489,NPFFR1
6490,MRPL43
6491,RASSF3
6492,ZFYVE28
6493,EXD1
6494,CHMP2A
6495,RNF168
6496,TBL2
6497,ANKRD13B
6498,VIPR1
6499,SETMAR
6500,DNAI1
6501,IKZF2
6502,RPAP2
6503,ZC3H7B
6504,GALNT16
6505,MST1R
6506,RAD23A
6507,SMG5
6508,SIPA1L3
6509,CD38
6510,PON1
6511,ZNF432
6512,PGRMC2
6513,RAD51D
6514,ASPH
6515,MOGAT2
6516,BRCA2
6517,NR2C1
6518,MAGEA3
6519,NOTUM
6520,AARSD1
6521,WNK2
6522,FNDC3A
6523,CD3G
6524,KRT20
6525,DYNLRB1
6526,PRELID1
6527,GPX2
6528,CARD10
6529,ARHGAP6
6530,SMC1A
6531,LIMS1
6532,SNRNP35
6533,ZAP70
6534,TOP1MT
6535,AMER1
6536,PPP1R13L
6537,SPEG
6538,SLC39A4
6539,ADAD2
6540,IPO11
6541,HNRNPA2B1
6542,GNAT2
6543,RAB11FIP3
6544,BPIFB3
6545,GLI3
6546,SORD
6547,MTFR1L
6548,MAST1
6549,PKMYT1
6550,KRTAP19-7
6551,KDM5A
6552,WNT2B
6553,PCDHGB4
6554,NMRAL1
6555,CELSR3
6556,DDX51
6557,VPS51
6558,ADH4
6559,EEF1E1
6560,IP6K1
6561,RAD51B
6562,DDX47
6563,TRIT1
6564,SOCS5
6565,MYH7B
6566,ZNF468
6567,FLNB
6568,HERPUD1
6569,SLC7A14
6570,HNRNPCL1
6571,SRFBP1
6572,SVEP1
6573,INSRR
6574,TNKS2
6575,APOA1
6576,GYG2
6577,CCNYL1
6578,LTBP1
6579,RNF11
6580,WNT4
6581,SPIN3
6582,RIMKLB
6583,MSL1
6584,DENND5B
6585,DZIP1L
6586,DPY30
6587,LUC7L2
6588,PTCD1
6589,B3GNT2
6590,B4GALNT1
6591,IL1A
6592,NAA30
6593,UBA6
6594,GAB1
6595,SLCO3A1
6596,UTP23
6597,ESPL1
6598,HEBP2
6599,RCVRN
6600,PROM2
6601,AMOTL1
6602,ZBTB5
6603,MCL1
6604,SLC19A2
6605,ZNF275
6606,FAM210A
6607,DCLRE1A
6608,PLXNB3
6609,ZSCAN31
6610,STMN4
6611,MYO15B
6612,RAD9B
6613,GEM
6614,DSG2
6615,TFEC
6616,CSF1
6617,KRT23
6618,TRIM36
6619,INIP
6620,ARAP1
6621,RASA4B
6622,CCP110
6623,PPIP5K2
6624,EOMES
6625,RUNX1T1
6626,TSC22D3
6627,BRAF
6628,CDK5R2
6629,PKP2
6630,TIMM22
6631,LRIG3
6632,LUC7L
6633,PADI4
6634,ARAP2
6635,TST
6636,LRP2
6637,DUOXA1
6638,DGKD
6639,CGB2
6640,SEZ6L
6641,MTRR
6642,ZNF620
6643,TRUB2
6644,LIMK2
6645,DNAH1
6646,PTGES2
6647,LGR4
6648,STARD13
6649,ZNF138
6650,MTMR9
6651,PRDM4
6652,ZNF25
6653,DNASE2
6654,CRYBA1
6655,IFT22
6656,SEC11C
6657,MZF1
6658,ZSCAN4
6659,GOLGA1
6660,CACHD1
6661,NPHS2
6662,PCDHGB3
6663,ZNF276
6664,PEX1
6665,TAF6L
6666,FOXI1
6667,FIGLA
6668,PDZD4
6669,PCDHGA5
6670,ZNF606
6671,TOR1AIP1
6672,ATP10A
6673,WDTC1
6674,RAD54L
6675,HSD17B8
6676,GPS1
6677,ZNF319
6678,CSTF3
6679,KMO
6680,TLR10
6681,ACAD10
6682,NFKB2
6683,KDM4B
6684,S1PR1
6685,TNNT3
6686,ZKSCAN5
6687,ACTL8
6688,TBC1D32
6689,DNAJB5
6690,ZNF440
6691,CLDN3
6692,FCF1
6693,ARHGAP12
6694,SAMD11
6695,BUB3
6696,OR2G6
6697,COA3
6698,ACADVL
6699,NHP2
6700,ALOX12B
6701,MZT2B
6702,ATP2C1
6703,BRCC3
6704,ZNF418
6705,SLC26A11
6706,ZNF354B
6707,NANOG
6708,COX19
6709,RRS1
6710,POLR2I
6711,TBX4
6712,ZRSR2
6713,DGKA
6714,COL7A1
6715,VGLL3
6716,HDAC11
6717,SOX15
6718,BHLHE23
6719,PPBP
6720,ZBTB49
6721,TTBK2
6722,TMEM63B
6723,CCR2
6724,CTSZ
6725,ZNF106
6726,HEXIM2
6727,ABCC2
6728,EMILIN3
6729,BTRC
6730,CRCP
6731,ASXL3
6732,MCM5
6733,PLK2
6734,PDCD6
6735,ACADSB
6736,JADE3
6737,DNPH1
6738,CPSF3
6739,C5AR1
6740,QRICH1
6741,SIX4
6742,GRK5
6743,ABHD10
6744,UMPS
6745,TP53RK
6746,GPA33
6747,MC1R
6748,BCL6B
6749,SPATS2L
6750,PMAIP1
6751,MMACHC
6752,GPC3
6753,GTF3C5
6754,GAS1
6755,DNAJB12
6756,DTX2
6757,CHID1
6758,TOB2
6759,RC3H2
6760,ING5
6761,CAPN6
6762,UPP1
6763,NLRC4
6764,CLCN6
6765,ETV5
6766,KAT6A
6767,CTNS
6768,CA8
6769,CALCR
6770,LPGAT1
6771,ZNF490
6772,PHF20
6773,ATXN7L3
6774,SLC27A1
6775,LRPAP1
6776,SMG1
6777,UBASH3A
6778,UBL3
6779,SPAG9
6780,AARS2
6781,ETS2
6782,KRT39
6783,HOXC10
6784,PEX3
6785,DGUOK
6786,DAXX
6787,NDUFA3
6788,AP5Z1
6789,RBAK
6790,MFSD12
6791,PRPSAP1
6792,CERCAM
6793,CAMSAP2
6794,MBD3L1
6795,UBE2H
6796,ACTRT1
6797,CIART
6798,KLHL8
6799,TRA2B
6800,RNF185
6801,FAM71B
6802,TIGD2
6803,PYGL
6804,LLGL2
6805,SMPD1
6806,MYOM1
6807,SLC9A7
6808,OGG1
6809,TDG
6810,XRCC4
6811,PGGT1B
6812,AMER3
6813,UPP2
6814,RBMS1
6815,MEOX2
6816,AKR7A3
6817,GPR89B
6818,CREB5
6819,ATF6
6820,SF3B3
6821,BMP1
6822,RIOK1
6823,EZH2
6824,TKTL1
6825,CSK
6826,KRT7
6827,SRSF9
6828,SLC22A1
6829,DNAJC2
6830,LYZL4
6831,PCK2
6832,FBXL15
6833,OR2T35
6834,EPHB3
6835,AK4
6836,CFP
6837,TGM1
6838,CD300LF
6839,FAM162A
6840,PCDHB11
6841,TRIM63
6842,HMBOX1
6843,AMER2
6844,EXOSC2
6845,CYP26B1
6846,SH3BP5L
6847,TNFRSF10D
6848,MYL1
6849,PAX6
6850,SMCHD1
6851,A1CF
6852,CAPN10
6853,SIGLEC9
6854,SOX9
6855,PREB
6856,NIFK
6857,CARD9
6858,SYT13
6859,IL7R
6860,ITGAV
6861,SH3D21
6862,PARP12
6863,NCKAP5L
6864,SNX16
6865,GRHL3
6866,RCOR1
6867,ZKSCAN8
6868,SLC41A1
6869,TLE1
6870,PCTP
6871,EMC3
6872,GHR
6873,NCOA2
6874,ATXN2
6875,GARNL3
6876,CYP4A11
6877,GLYAT
6878,GJB3
6879,UBR3
6880,PLK3
6881,TNIP2
6882,MIF4GD
6883,MTFMT
6884,CR2
6885,GATAD2B
6886,KPNA4
6887,NR1I2
6888,YAF2
6889,ZNF165
6890,CIDEA
6891,FBP2
6892,RAB38
6893,CLUH
6894,BRDT
6895,SEC14L2
6896,DDX59
6897,NAMPT
6898,ADK
6899,VSIG2
6900,OARD1
6901,UIMC1
6902,SLC16A12
6903,DEAF1
6904,TIMM10
6905,MIB2
6906,KISS1R
6907,KIF15
6908,SPATA6
6909,NCAPH
6910,STRN3
6911,CHRAC1
6912,PLEKHG1
6913,CSMD3
6914,PDE7A
6915,MLLT3
6916,SLC29A3
6917,POLR2J3
6918,ADAM15
6919,THBS4
6920,CCNL1
6921,CAPRIN2
6922,LIFR
6923,HBQ1
6924,TSPAN1
6925,ENOX2
6926,UTP14A
6927,ESRRG
6928,PPIL2
6929,OBSL1
6930,IFT20
6931,HDC
6932,PRPS2
6933,HAGH
6934,TSEN34
6935,FMO1
6936,FOLR3
6937,SLC39A11
6938,ESRRB
6939,ABCB4
6940,TOE1
6941,PLN
6942,CPPED1
6943,UBAC1
6944,MIER2
6945,GNE
6946,ZNF684
6947,TGFB1I1
6948,MANBA
6949,SLC38A9
6950,ECI1
6951,ZMYM4
6952,SLC25A33
6953,ZBTB14
6954,GSTA3
6955,PCDHB5
6956,EIF2AK4
6957,EXOSC1
6958,METAP1
6959,UBE2D3
6960,DNMT1
6961,LILRB1
6962,ZNF18
6963,TCEA3
6964,NANOS1
6965,GAB2
6966,GALNT7
6967,WWOX
6968,ASIC4
6969,CRABP2
6970,PINX1
6971,SRXN1
6972,PRPF18
6973,CMTM8
6974,DTD1
6975,SPP1
6976,RGS4
6977,FEZ2
6978,TPPP3
6979,PPP1R15A
6980,SIX5
6981,SLC9C1
6982,PPIF
6983,HESX1
6984,CAPN15
6985,GLA
6986,EPHA2
6987,ANO8
6988,YIPF2
6989,RMND5A
6990,EP300
6991,ZKSCAN3
6992,C2CD3
6993,MCM10
6994,CHAF1B
6995,DPEP3
6996,CRBN
6997,GHDC
6998,PARVG
6999,SAG
7000,BCS1L
7001,SLIT1
7002,LRRC10
7003,PRM2
7004,MCOLN3
7005,MRPL46
7006,RALGPS2
7007,DNAJB14
7008,PRKAG2
7009,KDSR
7010,YOD1
7011,MLEC
7012,CLP1
7013,ZBTB45
7014,IL26
7015,PPEF1
7016,PCID2
7017,IFI27L1
7018,UXT
7019,BCHE
7020,PLIN4
7021,DIRAS3
7022,PTRH2
7023,CCDC86
7024,HOXB13
7025,PYGO1
7026,HK3
7027,PHOX2A
7028,KRT37
7029,SLIT3
7030,C8B
7031,USP4
7032,RPTOR
7033,HMCN1
7034,GALK1
7035,RSAD1
7036,SC5D
7037,ZNF664
7038,ZNF32
7039,GNPTG
7040,TRIM59
7041,TSC22D1
7042,GCH1
7043,PCDH19
7044,DR1
7045,RNGTT
7046,POLR3A
7047,SRP54
7048,LILRB4
7049,CD99L2
7050,CDC37
7051,MID1
7052,LARP4B
7053,ZNF407
7054,HM13
7055,ARFIP1
7056,MRPL18
7057,PREX1
7058,POTED
7059,TEP1
7060,ATP10D
7061,CDH17
7062,KAT7
7063,EIF3CL
7064,NSMCE2
7065,TMEM53
7066,VSX1
7067,SIRT4
7068,PSME4
7069,RANBP17
7070,HNRNPUL1
7071,MAX
7072,MTRF1
7073,SNX19
7074,PEG3
7075,LMBRD1
7076,PSMB4
7077,TXNDC11
7078,CTDSPL
7079,GRAMD4
7080,NDC1
7081,BRINP1
7082,ZNF142
7083,NFIB
7084,ARHGEF12
7085,RNF212
7086,LEF1
7087,ZBTB38
7088,CD74
7089,ARID1B
7090,KDM3A
7091,ZNF17
7092,EPC1
7093,ZBTB46
7094,RUNX1
7095,POLI
7096,PCDHA7
7097,RDH12
7098,PUS7
7099,ZNF711
7100,TMOD4
7101,ZNF773
7102,TEFM
7103,U2AF1
7104,NAV2
7105,OSBPL9
7106,SNF8
7107,CCDC22
7108,VAPB
7109,MFSD8
7110,SAMD7
7111,KIF16B
7112,NLRP10
7113,ZNF169
7114,MGRN1
7115,GAL3ST3
7116,CYP4F11
7117,ZBTB37
7118,CYSLTR1
7119,CTIF
7120,SNCG
7121,MCRS1
7122,NAV3
7123,TUBB4B
7124,DHX38
7125,LMTK3
7126,COL4A6
7127,CHST1
7128,RCN2
7129,SYMPK
7130,ZNF483
7131,SF3B6
7132,GBA2
7133,ZNF707
7134,KRTAP6-2
7135,NCKAP5
7136,LCMT1
7137,MYOT
7138,NMRK1
7139,CHD5
7140,ATAD5
7141,RASD1
7142,BOD1
7143,GSDMA
7144,RSL1D1
7145,CARD14
7146,SLC39A12
7147,TCOF1
7148,POLR3C
7149,CD1D
7150,LBX1
7151,HINT3
7152,DFFA
7153,IRF7
7154,TMEM120B
7155,HAVCR2
7156,KTI12
7157,SAP25
7158,CD226
7159,OPN1SW
7160,GNPDA1
7161,CDK9
7162,ZNF74
7163,STEAP1
7164,ZFP62
7165,RAB20
7166,ASGR1
7167,CLIC2
7168,SIM2
7169,CIC
7170,KAT6B
7171,RCN1
7172,COMMD4
7173,DARS2
7174,UTP18
7175,IP6K2
7176,MATK
7177,GCGR
7178,STRADA
7179,ZNF391
7180,ADAMTS13
7181,ACOXL
7182,UNC45A
7183,TFAP4
7184,RNF8
7185,ACD
7186,ANXA13
7187,PTPRM
7188,MAN2B2
7189,IFI35
7190,RASD2
7191,TBC1D25
7192,PTPN14
7193,PTPRE
7194,TRNT1
7195,RBMXL2
7196,PNMA2
7197,GGA2
7198,FOXD4
7199,E2F6
7200,SMAD1
7201,CHIC2
7202,WDFY3
7203,SLC9A8
7204,DIMT1
7205,CXCR4
7206,ACSL4
7207,MBNL1
7208,HOXA10
7209,OSBPL6
7210,SPATA5L1
7211,RXRB
7212,NR2C2
7213,PDE1C
7214,F12
7215,ARID4A
7216,FNIP1
7217,HLTF
7218,TRPM2
7219,DOK2
7220,XK
7221,ZNF225
7222,GMPR
7223,ORC6
7224,MAPRE1
7225,FMO4
7226,CCR5
7227,TNKS
7228,AMOT
7229,NOP58
7230,CTNNAL1
7231,CMTR1
7232,CDHR2
7233,RDH10
7234,ATF4
7235,ADAM8
7236,EOGT
7237,STAT2
7238,RAG1
7239,CXXC1
7240,SART3
7241,RBM14
7242,MAGOHB
7243,UBE2E1
7244,ALDH1A3
7245,NUP214
7246,RANGAP1
7247,LCE1C
7248,NOA1
7249,TFDP1
7250,TMEM87A
7251,ATAT1
7252,ZFYVE21
7253,GSDMD
7254,COLGALT2
7255,DDX42
7256,AK7
7257,TNFRSF13C
7258,PANX3
7259,UBTF
7260,EIF4E2
7261,NPRL3
7262,RXRA
7263,ZNF479
7264,GTF2F2
7265,SIN3A
7266,ASRGL1
7267,SPRTN
7268,SOX18
7269,TLR2
7270,ZDHHC2
7271,ABCB5
7272,KLHDC8B
7273,ALG10
7274,MYF5
7275,TLR9
7276,FBLIM1
7277,ZNF785
7278,CDC42EP3
7279,RFFL
7280,UBXN11
7281,GPR156
7282,OASL
7283,TSR3
7284,LAMC1
7285,NR3C1
7286,FAM83D
7287,CLIC3
7288,POP1
7289,SLC34A3
7290,MPHOSPH8
7291,DCP1B
7292,RIT2
7293,TMF1
7294,MAPK6
7295,LRRC45
7296,SCMH1
7297,ZNF652
7298,TPRX1
7299,AFTPH
7300,MCOLN2
7301,EPS15L1
7302,FDX1
7303,ZMYM2
7304,ATRN
7305,FGF18
7306,TSPYL5
7307,DPF3
7308,SLBP
7309,SFXN2
7310,LHPP
7311,AP1G2
7312,BARD1
7313,ERCC8
7314,CTTNBP2NL
7315,ZNF16
7316,EN1
7317,CTLA4
7318,SERPINB13
7319,UGT1A4
7320,CPSF4
7321,PIK3CD
7322,ARHGEF16
7323,GREB1
7324,AVPR1B
7325,ZNF462
7326,KEAP1
7327,AZIN2
7328,NIT2
7329,DAB2
7330,HORMAD2
7331,STAC
7332,FOSB
7333,MIEN1
7334,UBR5
7335,DCUN1D5
7336,PCBD1
7337,NAT8
7338,EIF3E
7339,ITGB1BP1
7340,UGT2B11
7341,THRB
7342,PTCD3
7343,RPUSD4
7344,SMG7
7345,RFX3
7346,GLRX3
7347,TBC1D4
7348,PTPN4
7349,STAU2
7350,SDHAF2
7351,REXO1
7352,HCCS
7353,CPSF1
7354,MET
7355,SCNM1
7356,KIR2DL1
7357,GCM2
7358,NUS1
7359,MX1
7360,STAM2
7361,CLPTM1
7362,TRIM34
7363,GULP1
7364,KRTAP10-9
7365,PIK3R4
7366,LACTB
7367,LEMD2
7368,LBH
7369,U2AF1L4
7370,FBXO44
7371,TAOK3
7372,PAX1
7373,LIMD2
7374,ABCC4
7375,POLR2C
7376,UGT3A2
7377,ECHDC1
7378,RALYL
7379,FASTKD1
7380,EBF4
7381,HMOX1
7382,PVALB
7383,AFF2
7384,TNFRSF11B
7385,LIN28A
7386,TMX2
7387,PIK3R2
7388,PARP14
7389,GMEB1
7390,SEMA6D
7391,PITPNM2
7392,ZNF529
7393,TAF7
7394,ECSIT
7395,WDFY1
7396,NRAP
7397,TTR
7398,TICRR
7399,SDR9C7
7400,EIF5B
7401,LCLAT1
7402,CABIN1
7403,ST6GAL2
7404,CENPC
7405,BOK
7406,GJC1
7407,MATR3
7408,AZGP1
7409,FAM217B
7410,PLIN3
7411,NPIPA7
7412,SIGLEC10
7413,MEX3B
7414,ZNF408
7415,FUBP3
7416,ILDR1
7417,TNNC1
7418,PFKFB2
7419,TRIM25
7420,FASTKD5
7421,ALKBH3
7422,TOP2A
7423,RASEF
7424,NAF1
7425,SULT1B1
7426,LRRC8E
7427,HOXD9
7428,KLHL10
7429,BRCA1
7430,TIMM21
7431,FN1
7432,NUDT14
7433,UTP6
7434,CKAP2L
7435,SESN3
7436,SCML4
7437,SLCO1B1
7438,S100A6
7439,APOBEC3F
7440,PROS1
7441,XPO5
7442,NOP10
7443,FN3KRP
7444,XPNPEP3
7445,PADI3
7446,ANAPC4
7447,LRCH1
7448,WDR70
7449,TBX22
7450,NOL7
7451,CSDC2
7452,TNRC6B
7453,LGALS9C
7454,SEPHS1
7455,FHOD1
7456,RFT1
7457,ADARB1
7458,ERI1
7459,ABCA9
7460,SLC35A3
7461,CLEC2D
7462,PCDHA8
7463,ZSCAN20
7464,ATP9A
7465,RFX7
7466,HEXIM1
7467,CHST8
7468,SPNS1
7469,SLC31A1
7470,CD44
7471,KIF27
7472,SUN1
7473,WDR24
7474,NQO2
7475,TRPC7
7476,GPSM2
7477,GPR35
7478,DENND6A
7479,NOSIP
7480,ZMPSTE24
7481,IVNS1ABP
7482,SLC35G1
7483,TIMM13
7484,BTNL9
7485,TACSTD2
7486,NPFFR2
7487,SETD7
7488,MAST2
7489,CASD1
7490,B4GALT1
7491,DNAJB9
7492,DLGAP5
7493,CHD6
7494,TBC1D10A
7495,KDM4A
7496,PPARGC1B
7497,NID1
7498,ERG
7499,HES5
7500,LGR6
7501,AURKC
7502,CLUAP1
7503,POLD3
7504,COPG1
7505,PLEKHA4
7506,SCML1
7507,ANKRD54
7508,TMEM132A
7509,TNFAIP3
7510,SMYD3
7511,LYPD3
7512,BTF3
7513,GRHL1
7514,MEN1
7515,TGS1
7516,OR7A17
7517,GNB1L
7518,RCOR3
7519,PSMD5
7520,CRYAA
7521,ARMC8
7522,AGO4
7523,ARPP21
7524,SPATA17
7525,ECD
7526,RCC1
7527,IRS2
7528,TM9SF2
7529,UBL7
7530,MAMDC2
7531,CAPN9
7532,AMACR
7533,BEST1
7534,TULP3
7535,PHTF2
7536,ZEB1
7537,MKS1
7538,NOL9
7539,ARHGAP25
7540,ITFG2
7541,ODF1
7542,TUBG2
7543,SDCCAG8
7544,PTAR1
7545,ZNF692
7546,FOXP3
7547,CSNK1E
7548,INO80D
7549,INPPL1
7550,PDGFD
7551,AIM2
7552,PXN
7553,PCSK6
7554,ZNF716
7555,PLK1
7556,FCAMR
7557,MYSM1
7558,POFUT1
7559,SLA2
7560,REL
7561,RGL1
7562,RGPD1
7563,NPEPL1
7564,CXCL14
7565,PRKCSH
7566,COIL
7567,NOMO2
7568,IL27RA
7569,FAM172A
7570,ZNF445
7571,FAM118B
7572,TAF7L
7573,DRAM2
7574,MYOF
7575,RMND1
7576,SHROOM2
7577,HIVEP2
7578,NAA15
7579,PTPN2
7580,BDP1
7581,SLITRK6
7582,RFPL4A
7583,ITIH3
7584,SMC6
7585,ZNF226
7586,ZMAT1
7587,COL6A2
7588,TCF25
7589,LGALS9
7590,FEM1B
7591,RPP25L
7592,FAM161A
7593,RECQL5
7594,DTYMK
7595,UNC45B
7596,FARP2
7597,ATG13
7598,MAD2L1
7599,ITGAE
7600,KRT33A
7601,AMBN
7602,ZNF600
7603,RAB40C
7604,IKBKB
7605,STK24
7606,CIPC
7607,SLC22A3
7608,DUSP21
7609,DMRT2
7610,KCTD10
7611,MEX3D
7612,PIK3C2B
7613,SLC7A7
7614,GORASP1
7615,ETV4
7616,ERGIC2
7617,TDRD6
7618,ZC3H14
7619,MRPL14
7620,TFE3
7621,KDM4D
7622,ZCRB1
7623,DRC1
7624,ERBB3
7625,TRIM46
7626,ARMC4
7627,GFRA2
7628,THOC3
7629,PRRX1
7630,NME5
7631,LYSMD1
7632,RPP38
7633,IK
7634,CXCR3
7635,HIGD2A
7636,ACKR4
7637,SIGLEC6
7638,NRBP2
7639,MORF4L1
7640,TTBK1
7641,FKBP5
7642,RNF217
7643,COX10
7644,NSUN3
7645,AKAP3
7646,NFIX
7647,CDKL1
7648,ISCU
7649,MNDA
7650,CEP97
7651,SNX31
7652,ADAMTS5
7653,CHMP7
7654,TCEANC
7655,LARP1
7656,UNC5CL
7657,PSMD10
7658,SULT1C2
7659,CD82
7660,SDF4
7661,PDE7B
7662,KIF3B
7663,ID3
7664,ZNF827
7665,AGTR2
7666,UPF2
7667,TYSND1
7668,UGT2B7
7669,AGPS
7670,PIK3R1
7671,SLC9A2
7672,PDE6A
7673,CCDC90B
7674,THEG
7675,HS3ST1
7676,HAO1
7677,TDP1
7678,IFT172
7679,TMEM43
7680,RBBP4
7681,AGPAT2
7682,EML3
7683,GNPTAB
7684,AFAP1
7685,EPHX2
7686,MTIF2
7687,MYT1L
7688,TMEM219
7689,MYBPH
7690,MAGEH1
7691,MGA
7692,CELF1
7693,ATR
7694,GSTA1
7695,ORC5
7696,ITM2B
7697,HNMT
7698,PCDHB3
7699,PCCB
7700,RLBP1
7701,B4GALT4
7702,ZNF784
7703,HDAC7
7704,TCL1A
7705,UCKL1
7706,GP1BB
7707,TTC7A
7708,FAM89B
7709,OSBPL8
7710,NLRP14
7711,DKC1
7712,PRSS50
7713,SERBP1
7714,RNF20
7715,ZFY
7716,ZFPM2
7717,DDX18
7718,TBCC
7719,KCNS2
7720,SGK1
7721,KCNN1
7722,MYCBPAP
7723,ZNF714
7724,ATN1
7725,WDR19
7726,IGBP1
7727,SNRNP200
7728,PCDHA6
7729,IMPDH1
7730,SIK3
7731,POLR2G
7732,RGMA
7733,YLPM1
7734,SLC7A6OS
7735,MED14
7736,CCNB1
7737,ACSM5
7738,ZDHHC5
7739,OAS3
7740,CWC22
7741,MNX1
7742,PARS2
7743,MBD5
7744,RASGRP4
7745,RRAGC
7746,GPR15
7747,DDHD1
7748,F11R
7749,AMMECR1
7750,KRT6C
7751,COX15
7752,REG1A
7753,ACTN4
7754,SETD2
7755,ARRDC1
7756,FASLG
7757,SETD3
7758,PIK3C2A
7759,NOTO
7760,MID1IP1
7761,ILDR2
7762,CPA2
7763,UBE2K
7764,PCDHGA4
7765,TP63
7766,CASC3
7767,METTL14
7768,RWDD1
7769,PTPN13
7770,PLCH1
7771,IL10RB
7772,FOXG1
7773,UBQLN2
7774,ZNF286A
7775,LST1
7776,ACOT1
7777,PHPT1
7778,BLOC1S5
7779,SPEF2
7780,ZNF324
7781,SH3YL1
7782,NKX3-2
7783,COG4
7784,STK33
7785,C2CD2L
7786,SFTPD
7787,HSF2
7788,CCDC88B
7789,SENP7
7790,RNF41
7791,HP
7792,BBS10
7793,HDAC9
7794,NPHP1
7795,SH3BP1
7796,GPR162
7797,PDCD1LG2
7798,PCP2
7799,ABHD5
7800,TUBGCP3
7801,RBPMS
7802,ABI3
7803,MYOG
7804,ACSBG2
7805,ALPK3
7806,RHBG
7807,COL19A1
7808,APLNR
7809,AGR2
7810,CLEC18C
7811,PLAGL2
7812,SIN3B
7813,ZNF638
7814,CLDN5
7815,AAMDC
7816,DCLRE1B
7817,CLK1
7818,XBP1
7819,STAB2
7820,OCLN
7821,SRSF2
7822,PLBD1
7823,NAIP
7824,RASAL3
7825,ZNF592
7826,REN
7827,DMAP1
7828,USP32
7829,ACOX2
7830,PADI1
7831,FANCI
7832,PREPL
7833,FLAD1
7834,CYP2C19
7835,ZNF439
7836,ERCC6L2
7837,PTPRR
7838,FAM83B
7839,HMGA2
7840,LGALS12
7841,OPRL1
7842,GRAP2
7843,XRCC3
7844,LMAN1
7845,PTBP2
7846,UCP1
7847,ZNF626
7848,SERPINB5
7849,SSH3
7850,NANP
7851,IER5
7852,PRKRIP1
7853,MRPS12
7854,SIAH1
7855,TULP2
7856,PDE12
7857,BRAP
7858,TRIM26
7859,PARG
7860,CCDC85B
7861,PPP1R14C
7862,TKTL2
7863,GOLGA8B
7864,SLC34A2
7865,NXF3
7866,PAG1
7867,BAG6
7868,POLL
7869,EVC2
7870,USP17L2
7871,PTCD2
7872,DHCR7
7873,IRF4
7874,INPP5J
7875,TOP3A
7876,EDNRA
7877,BCL6
7878,ACAT2
7879,SSX3
7880,YY2
7881,COL6A3
7882,PAIP2B
7883,PFKFB3
7884,MAD2L2
7885,SOS2
7886,TIPIN
7887,DYRK4
7888,PAN3
7889,KRT75
7890,RTN4IP1
7891,CAPN7
7892,SDS
7893,ZNF805
7894,MIA3
7895,ZDHHC18
7896,AKR1C4
7897,ZNF202
7898,CPED1
7899,YBX3
7900,AHR
7901,LAPTM4B
7902,CCDC59
7903,ZBTB22
7904,MID2
7905,PAPSS2
7906,MAGOH
7907,SAMD9
7908,VLDLR
7909,ANAPC5
7910,FAM98A
7911,AQP7
7912,MAPK9
7913,PRSS23
7914,KIFC1
7915,PRKD1
7916,HDAC10
7917,FSHR
7918,MRPL38
7919,NGDN
7920,UBE3D
7921,SVIP
7922,BRD7
7923,ZBTB3
7924,RERE
7925,RAB6C
7926,IRAK4
7927,FAN1
7928,HFE
7929,APRT
7930,S100A11
7931,DDX54
7932,PRDM2
7933,GLRX
7934,AUTS2
7935,HNF1A
7936,APAF1
7937,KRT33B
7938,COPG2
7939,CD248
7940,ZBTB7A
7941,ZWILCH
7942,EIF4A1
7943,ACE
7944,IDS
7945,RGP1
7946,SLC1A5
7947,IRF2BP2
7948,SARDH
7949,UROC1
7950,MAP3K19
7951,DAPK3
7952,BST2
7953,BRINP3
7954,RPL34
7955,IL15
7956,SNAI2
7957,PCDHA13
7958,SLC39A5
7959,TRUB1
7960,CLGN
7961,PPARA
7962,ASL
7963,CA5B
7964,HIPK3
7965,NOTCH1
7966,MED7
7967,HELZ
7968,SPG7
7969,WDR43
7970,WDR34
7971,NPPA
7972,DDX17
7973,ZNF92
7974,NGLY1
7975,RANBP1
7976,CAB39L
7977,HEBP1
7978,MKNK2
7979,MYH14
7980,PCDHA2
7981,RILPL1
7982,NAA11
7983,SMTN
7984,NSA2
7985,DCN
7986,A4GALT
7987,INCA1
7988,PWP1
7989,TP73
7990,TTC17
7991,DDX41
7992,PPME1
7993,CKM
7994,SLC7A11
7995,GJD4
7996,RANBP6
7997,GLYR1
7998,MICALL2
7999,RFX4
8000,SRP9
8001,GAL
8002,LALBA
8003,ZNF345
8004,POM121
8005,NOP2
8006,ARRDC4
8007,PTPN22
8008,GUF1
8009,VAV1
